"","EXPID","REFID","RYEAR","RTYPE","RJRNL","RAUTHOR","RTITLE","RPUBLISHER","RPUBDATE","RLANGUAGE","RCITATION","RYAK94","RNOTES"
"14948","AMAD21314","01","2021",5,NA,NA,"https://www.summitclimb.com/news/recent/ama-dablam-news",NA,NA,NA,NA,NA,NA
"14949","AMAD21315","01","2021",5,NA,NA,"https://www.altitudejunkies.com/dispatchamadablam21.html",NA,NA,NA,NA,NA,NA
"14950","AMAD21317","01","2021",5,NA,NA,"https://indianexpress.com/article/trending/trending-in-india/woman-summits-mt-ama-dablam-over-6000m-while-on-her-period-7664020/",NA,NA,NA,NA,NA,NA
"14951","AMAD21317","02","2021",5,NA,NA,"https://www.tripoto.com/trip/this-climber-scaled-mt-ama-dablam-and-heres-why-she-thinks-women-mountaineers-have-it-tougher-61a21bb784620",NA,NA,NA,NA,NA,NA
"14952","AMAD21321","01","2021",5,NA,NA,"https://explorersweb.com/czechs-climb-ama-dablams-west-face-via-the-american-direct-route/",NA,NA,NA,NA,NA,NA
"14953","AMAD21322","01","2021",5,NA,NA,"https://explorersweb.com/2021/11/13/czechs-climb-ama-dablams-west-face-via-the-american-direct-route/",NA,NA,NA,NA,NA,NA
"14954","AMAD21322","02","2021",5,NA,NA,"https://www.desnivel.com/expediciones/zdenek-hak-y-kuba-kacha-repiten-la-american-direct-al-ama-dablam-en-estilo-alpino/",NA,NA,"Spanish",NA,NA,NA
"14955","AMAD21325","01","2021",5,NA,NA,"https://climbagainstcancer.com/2022/01/06/ama-dablam-2021-expedition/",NA,NA,NA,NA,NA,"596"
"14956","EVER83307","05","1983",5,NA,NA,"https://www.youtube.com/watch?v=ocZsmDH-LX0",NA,NA,NA,NA,NA,"597"
"14957","EVER21401","01","2021",5,NA,NA,"https://abenteuer-berg.de/en/jost-kobusch-after-his-everest-expedition-it-was-a-tough-winter/",NA,NA,NA,NA,NA,NA
"14958","MANA21401","01","2021",5,NA,NA,"https://explorersweb.com/winter-manaslu-paula-strengell-on-artificial-classifications/",NA,NA,NA,NA,NA,NA
"14959","MANA21401","02","2021",5,NA,NA,"https://explorersweb.com/kobusch-progresses-on-everest-manaslu-trailbreaking-resumes-ugly-weather-on-nanga-parbat/",NA,NA,NA,NA,NA,NA
"14960","MANA21401","03","2021",5,NA,NA,"https://explorersweb.com/climbers-flee-heavy-snow-in-base-camp-on-manaslu/",NA,NA,NA,NA,NA,NA
"14961","MANA21401","04","2021",5,NA,NA,"https://explorersweb.com/winter-manaslu-avalanche-in-base-camp-earthquake-in-the-team/",NA,NA,NA,NA,NA,NA
"14962","MANA21401","05","2021",5,NA,NA,"https://explorersweb.com/winter-manaslu-called-off/",NA,NA,NA,NA,NA,NA
"14963","MANA21402","01","2021",5,NA,NA,"https://explorersweb.com/kobusch-begins-up-everest-manaslu-climbers-in-base-camp/",NA,NA,NA,NA,NA,NA
"14964","MANA21402","02","2021",5,NA,NA,"https://www.alextxikon.com/es/manaslu-2022/chhepal-sherpa-a-mi-edad-tengo-38-anos-y-despues-de-escalar-mucho-me-siento-muy-bien-con-suficiente-experiencia-para-este-nuevo-desafio",NA,NA,"Spanish",NA,NA,NA
"14965","MANA21402","03","2021",5,NA,NA,"https://explorersweb.com/winter-manaslu-paula-strengell-on-artificial-classifications/",NA,NA,NA,NA,NA,NA
"14966","MANA21402","04","2021",5,NA,NA,"https://explorersweb.com/a-very-white-new-year-at-manaslu-base-camp/",NA,NA,NA,NA,NA,NA
"14967","MANA21402","05","2021",5,NA,NA,"https://explorersweb.com/manaslu-avalanches-waist-deep-snow-and-bad-weather/",NA,NA,NA,NA,NA,NA
"14968","MANA21402","06","2021",5,NA,NA,"https://explorersweb.com/climbers-flee-heavy-snow-in-base-camp-on-manaslu/",NA,NA,NA,NA,NA,NA
"14969","MANA21402","07","2021",5,NA,NA,"https://explorersweb.com/manaslu-update-split-strategies/",NA,NA,NA,NA,NA,NA
"14970","MANA21402","08","2021",5,NA,NA,"https://explorersweb.com/manaslu-belgians-to-risk-moving-above-camp-1/",NA,NA,NA,NA,NA,NA
"14971","MANA21402","09","2021",5,NA,NA,"https://explorersweb.com/winter-manaslu-belgians-retreat-shortly-after-camp-1/",NA,NA,NA,NA,NA,NA
"14972","MANA21402","10","2021",5,NA,NA,"https://explorersweb.com/manaslu-departures-explanations-and-another-storm/",NA,NA,NA,NA,NA,NA
"14973","MANA21402","11","2021",5,NA,NA,"https://explorersweb.com/winter-manaslu-called-off/",NA,NA,NA,NA,NA,NA
"14974","MANA21401","06","2021",5,NA,NA,"https://www.alextxikon.com/es/manaslu-2022/chhepal-sherpa-a-mi-edad-tengo-38-anos-y-despues-de-escalar-mucho-me-siento-muy-bien-con-suficiente-experiencia-para-este-nuevo-desafio",NA,NA,"Spanish",NA,NA,NA
"14975","MANA21401","07","2021",5,NA,NA,"https://www.alextxikon.com/es/manaslu-2022/cronicas-desde-el-manaslu-capitulo-i",NA,NA,"Spanish",NA,NA,NA
"14976","MANA21401","08","2021",5,NA,NA,"https://www.alextxikon.com/es/manaslu-2022/cronicas-desde-el-manaslu-capitulo-ii",NA,NA,"Spanish",NA,NA,NA
"14977","MANA21401","09","2021",5,NA,NA,"https://www.alextxikon.com/es/manaslu-2022/cronicas-desde-el-manaslu-capitulo-iii",NA,NA,"Spanish",NA,NA,NA
"14978","MANA21401","10","2021",5,NA,NA,"https://www.alextxikon.com/es/manaslu-2022/cronicas-desde-el-manaslu-capitulo-iv",NA,NA,"Spanish",NA,NA,NA
"14979","MANA21401","11","2021",5,NA,NA,"https://www.alextxikon.com/es/manaslu-2022/cronicas-desde-el-manaslu-capitulo-v",NA,NA,"Spanish",NA,NA,NA
"14980","MANA21401","12","2021",5,NA,NA,"https://www.alextxikon.com/es/manaslu-2022/cronicas-desde-el-manaslu-capitulo-final",NA,NA,"Spanish",NA,NA,NA
"14981","CHOY21401","01","2021",5,NA,NA,"https://explorersweb.com/gelye-confirms-cho-oyu-from-nepal-is-a-go/",NA,NA,NA,NA,NA,NA
"14982","CHOY21401","02","2021",5,NA,NA,"https://explorersweb.com/new-route-on-cho-oyu-its-now-a-race/",NA,NA,NA,NA,NA,NA
"14983","CHOY21401","03","2021",5,NA,NA,"https://explorersweb.com/k2-and-cho-oyu-sherpas-advance-despite-strong-winds/",NA,NA,NA,NA,NA,NA
"14984","CHOY21401","04","2021",5,NA,NA,"https://explorersweb.com/cho-oyu-ready-for-the-final-assault/",NA,NA,NA,NA,NA,NA
"14985","CHOY21401","05","2021",5,NA,NA,"https://explorersweb.com/shedding-light-two-nepali-routes-on-cho-oyu/",NA,NA,NA,NA,NA,NA
"14986","CHOY21401","06","2021",5,NA,NA,"https://explorersweb.com/cho-oyu-and-k2-still-the-wind/",NA,NA,NA,NA,NA,NA
"14987","CHOY21401","07","2021",5,NA,NA,"https://explorersweb.com/winter-cho-oyu-sherpas-retreat/",NA,NA,NA,NA,NA,NA
"14988","CHOY21401","08","2021",5,NA,NA,"https://explorersweb.com/winter-cho-oyu-this-is-not-over-yet/",NA,NA,NA,NA,NA,NA
"14989","CHOY21401","09","2021",5,NA,NA,"https://explorersweb.com/the-end-of-winter-retreat-on-cho-oyu-and-everest/",NA,NA,NA,NA,NA,NA
"14990","AMAD21401","01","2021",5,NA,NA,"https://explorersweb.com/nepal-climbers-reposition-for-winter-and-a-quarantine-again-for-newcomers/",NA,NA,NA,NA,NA,NA
"14991","BARU21304","01","2021",5,NA,NA,"https://www.facebook.com/joni.hukkanen",NA,NA,"Finnish",NA,NA,NA
"14992","MANA21316","01","2021",5,NA,NA,"https://thibautwadowski.com/actualites/",NA,NA,NA,NA,NA,NA
"14993","EVER20102","03","2020",5,NA,NA,"http://www.mt8848.com/index.php?m=home&c=View&a=index&aid=224",NA,NA,NA,NA,NA,NA
"14994","EVER20102","04","2020",5,NA,NA,"https://mp.weixin.qq.com/s/H0pC4-3qLm_Q2hTTtDfxkw",NA,NA,"Chinese",NA,NA,NA
"14995","EVER20102","05","2020",5,NA,NA,"https://mp.weixin.qq.com/s/_HKaoZ4nx88CfO_VJv_mHQ",NA,NA,"Chinese",NA,NA,NA
"14996","ANN321301","05","2021",3,"ALP","Fomin, Mikhail","Patience",NA,"2022",NA,"78:40-53 (2022)",NA,NA
"14997","ANN321301","06","2021",2,"HCN",NA,"Annapurna III, Interview with Mikhail Fomin",NA,"2022",NA,"44:2-10 (2022)",NA,NA
"14998","CHAM21301","05","2021",2,"HCN",NA,"French Duo Pioneers Spectacular Route Up Chamlang’s Virgin North Face",NA,"2022",NA,"44:11-14 (2022)",NA,NA
"14999","BARU21301","01","2021",5,NA,NA,"https://www.facebook.com/Voyage-au-bout-des-Cimes-de-la-Terre-Mera-PeakBarunste-Acte-I-101061812350928/",NA,NA,NA,NA,NA,NA
"15000","EVER16109","03","2016",5,NA,NA,"https://www.bbc.co.uk/news/uk-36437937.amp?fbclid=IwAR0jjgpqGuIZFYjPmtzsiY2KJlTNU2LHICpNerdTDOEsHrTdfPqIte6eKnc",NA,NA,NA,NA,NA,NA
"15001","AMAD22101","01","2022",5,NA,NA,"https://thehimalayantimes.com/nepal/summit-route-opens-on-mt-amadablam",NA,NA,NA,NA,NA,NA
"15002","AMAD22102","01","2022",5,NA,NA,"https://z-p3-upload.facebook.com/AttitudeMontagne/posts/10165972182265231",NA,NA,NA,NA,NA,NA
"15003","AMAD22104","01","2022",5,NA,NA,"https://www.andesgear.cl/blog/ama-dablam-una-aventura-en-solitario/",NA,NA,"Spanish",NA,NA,NA
"15004","AMAD21306","01","2021",5,NA,NA,"https://www.youtube.com/watch?v=nbBYCSAWHac&t=287s",NA,NA,NA,NA,NA,"598"
"15005","AMAD22108","01","2022",5,NA,NA,"https://www.instagram.com/hot_katana/?hl=en",NA,NA,"Russian",NA,NA,NA
"15006","AMAD22110","01","2022",5,NA,NA,"https://www.instagram.com/augustfranzen/?hl=en",NA,NA,NA,NA,NA,NA
"15007","ANN122101","01","2022",5,NA,NA,"https://explorersweb.com/annapurna-roundup-30-summits-two-frostbitten-climbers-three-rescues/",NA,NA,NA,NA,NA,NA
"15008","ANN122101","02","2022",5,NA,NA,"https://explorersweb.com/corona-and-bogadnov-rescued-from-annapurna/",NA,NA,NA,NA,NA,NA
"15009","ANN122101","03","2022",5,NA,NA,"https://www.gofundme.com/f/help-tim-bogdanov-save-his-fingers-from-frostbite",NA,NA,NA,NA,NA,NA
"15010","ANN122101","04","2022",5,NA,NA,"https://www.alanarnette.com/blog/2022/05/10/rescue-and-frostbite-on-annapurna-2022-tim-bogdanov/",NA,NA,NA,NA,NA,NA
"15011","ANN122101","05","2022",5,NA,NA,"https://www.ziaruldeiasi.ro/stiri/medicul-iesean-laura-mares-urca-spre-cel-mai-mortal-varf-din-lume-annapurna-i-a-himalaya--321718.html?fbclid=IwAR01X0sQTxp2qTGQvmRCwT7uebCiEULeaGdfwntkOkHhv6NfqqOPKWeASS4",NA,NA,"Romanian",NA,NA,NA
"15012","ANN122103","01","2022",5,NA,NA,"https://mteveresttoday.com/indian-climber-rescued-from-annapurna-camp-iii",NA,NA,NA,NA,NA,NA
"15013","ANN122103","02","2022",5,NA,NA,"https://explorersweb.com/11-chinese-summit-everest-more-on-annapurna-other-8000ers/",NA,NA,NA,NA,NA,NA
"15014","ANN122103","03","2022",5,NA,NA,"https://www.globalrescue.com/common/blog/detail/mission-briefs-himalayas/",NA,NA,NA,NA,NA,NA
"15015","ANN422101","01","2022",5,NA,NA,"https://www.adventurepeaks.com/annapurna-iv-2022/",NA,NA,NA,NA,NA,NA
"15016","BARU22101","01","2022",5,NA,NA,"https://www.instagram.com/juliantothewild/",NA,NA,NA,NA,NA,NA
"15017","DHA122102","01","2022",5,NA,NA,"https://explorersweb.com/breaking-antonios-sykaris-dies-on-dhaulagiri/",NA,NA,NA,NA,NA,NA
"15018","DHA122102","02","2022",5,NA,NA,"https://thehimalayantimes.com/nepal/norwegian-woman-climbs-second-8000m-peak-in-10-days",NA,NA,NA,NA,NA,NA
"15019","DHA122104","01","2022",5,NA,NA,"https://www.kobler-partner.ch/berichte/kp-dhaulagiri-expedition-summit-09-05-2022/",NA,NA,NA,NA,NA,NA
"15020","DOLM22101","01","2022",5,NA,NA,"https://www.himalayanclub.org/hj/37/6/australian-gauri-shankar-tseringma-expedition",NA,NA,NA,NA,NA,NA
"15021","DOLM22101","02","2022",5,NA,NA,"https://explorersweb.com/an-alpine-style-ascent-of-dolma-kang-and-a-mystery-solved/",NA,NA,NA,NA,NA,NA
"15022","DOR222101","01","2022",5,NA,NA,"https://www.millermountainguides.com/post/nepal-with-paul?fbclid=IwAR3pR-aUNIzeC4utBXrnHdtalvHTkIs6VKj7RQwJOyCMu8R4PMUZxRRn6X4",NA,NA,NA,NA,NA,NA
"15023","GANG22101","01","2022",5,NA,NA,"https://explorersweb.com/no-go-gangapurna/",NA,NA,NA,NA,NA,NA
"15024","GANG22101","02","2022",5,NA,NA,"https://www.desnivel.com/expediciones/jonatan-garcia-y-esteban-topo-mena-se-retiran-del-gangapurna/",NA,NA,"Spanish",NA,NA,NA
"15025","HIML22104","01","2022",5,NA,NA,"https://www.facebook.com/nepalmountainacademy",NA,NA,NA,NA,NA,NA
"15026","HIML22103","01","2022",NA,NA,NA,"https://www.facebook.com/Linaquesadaguiademontana/",NA,NA,"Spanish",NA,NA,NA
"15027","HIML22102","01","2022",5,NA,NA,"https://www.youtube.com/watch?v=hj6fkfRsuDo",NA,NA,NA,NA,NA,"599"
"15028","HIML22102","02","2022",5,NA,NA,"https://www.grough.co.uk/magazine/2022/04/07/quadriplegic-climber-ed-jackson-rescued-after-setting-himalaya-height-record?printview=1",NA,NA,NA,NA,NA,NA
"15029","HIML22102","03","2022",5,NA,NA,"https://www.facebook.com/edjackson8",NA,NA,NA,NA,NA,NA
"15030","HIML22102","04","2022",5,NA,NA,"https://www.facebook.com/ftrouill",NA,NA,"French",NA,NA,NA
"15031","KANG22103","01","2022",5,NA,NA,"https://www.outlookindia.com/national/indian-climber-dies-while-trying-to-scale-mount-kanchenjunga-in-nepal-news-195305",NA,NA,NA,NA,NA,NA
"15032","KANG22102","01","2022",5,NA,NA,"https://www.sportingnews.com/au/fitness/news/adriana-brownlee-becomes-youngest-woman-summit-two-worlds-toughest-peaks-within-just-two-weeks/tdkvnt5fp0fuba4chuwdmlrz",NA,NA,NA,NA,NA,NA
"15033","KANG22102","02","2022",5,NA,NA,"https://www.facebook.com/himalayadventures",NA,NA,NA,NA,NA,NA
"15034","KANG22102","03","2022",5,NA,NA,"https://myrepublica.nagariknetwork.com/news/poornima-shrestha-summits-mt-kanchanjunga/",NA,NA,NA,NA,NA,NA
"15035","KANG22107","01","2022",5,NA,NA,"https://www.romania-insider.com/romanian-climber-horia-colibasanu-reaches-kangchenjunga-summit",NA,NA,NA,NA,NA,NA
"15036","KANG22107","02","2022",5,NA,NA,"https://www.facebook.com/horia.colibasanu",NA,NA,NA,NA,NA,NA
"15037","KANG22104","01","2022",5,NA,NA,"https://explorersweb.com/kangchenjunga-summits-2/",NA,NA,NA,NA,NA,NA
"15038","KANG22104","02","2022",5,NA,NA,"https://www.dutcheverest.nl/category/kangchenjunga-2022/",NA,NA,NA,NA,NA,NA
"15039","KANG22106","01","2022",5,NA,NA,"https://mteveresttoday.com/asma-al-thani-summited-mt-kangchenjunga/",NA,NA,NA,NA,NA,NA
"15040","KANG22103","02","2022",5,NA,NA,"https://kronikaonline.ro/szines/varga-csaba-hegymaszonak-masodszorra-sem-sikerult-meghoditania-a-kancsendzongat#",NA,NA,"Hungarian",NA,NA,NA
"15041","KANG22109","01","2022",5,NA,NA,"https://www.indiatoday.in/india/story/indian-climber-baljeet-kaur-two-8-000-m-peaks-nepal-1948819-2022-05-12",NA,NA,NA,NA,NA,NA
"15042","KANG22109","02","2022",5,NA,NA,"https://www.dreamwanderlust.com/news/baljeet-kaur-climbs-makalu-5th-8k-summits-in-30days",NA,NA,NA,NA,NA,NA
"15043","KANG22110","01","2022",5,NA,NA,"https://www.peoplesreview.com.np/2022/05/07/nepal-army-team-at-kanchenjunga-summit/",NA,NA,NA,NA,NA,NA
"15044","KANG22110","02","2022",5,NA,NA,"https://thehimalayantimes.com/nepal/in-historic-first-for-nepali-army-two-personnel-scale-kanchenjunga",NA,NA,NA,NA,NA,NA
"15045","KANG22110","03","2022",5,NA,NA,"https://www.himachalheadlines.com/lifestyle/amit-negi-climbs-kanchenjunga/",NA,NA,NA,NA,NA,NA
"15046","KANG22110","04","2022",5,NA,NA,"https://himachalscape.com/hp-mountaineer-amit-negi-scales-kanchanjunga/",NA,NA,NA,NA,NA,NA
"15047","MAKA22101","01","2022",5,NA,NA,"https://thehimalayantimes.com/nepal/lakpa-sherpa-scales-makalu-thrice-in-16-days-as-indian-pak-climbers-set-records",NA,NA,NA,NA,NA,NA
"15048","MAKA22101","02","2022",5,NA,NA,"https://www.am.com.mx/superdeportivo/2022/5/12/llegan-leoneses-la-cima-del-mundo-laura-gonzalez-yuri-contreras-escalan-el-makalu-602742.html",NA,NA,"Spanish",NA,NA,NA
"15049","MAKA22101","03","2022",5,NA,NA,"https://bajio.delasalle.edu.mx/noticias/noticia.php?n=3561",NA,NA,"Spanish",NA,NA,NA
"15050","MAKA22101","04","2022",5,NA,NA,"https://www.facebook.com/hashtag/???????source=feed_text&epa=HASHTAG",NA,NA,NA,NA,NA,NA
"15051","MAKA22102","01","2022",5,NA,NA,"https://explorersweb.com/adrian-ballinger-skies-makalu/",NA,NA,NA,NA,NA,NA
"15052","MAKA22102","02","2022",5,NA,NA,"https://explorersweb.com/carla-perez-summits-makalu-without-o2/",NA,NA,NA,NA,NA,NA
"15053","MAKA22102","03","2022",5,NA,NA,"https://explorersweb.com/makalu-fkt-ecuadorians-climb-in-17h-18m/",NA,NA,NA,NA,NA,NA
"15054","MAKA22103","01","2022",5,NA,NA,"https://www.tourismmail.com/photojournalist-purnima-shrestha-successfully-climbed-mt-makalu",NA,NA,NA,NA,NA,NA
"15055","MAKA22103","02","2022",5,NA,NA,"https://www.altitude.news/suivre-les-expeditions/2022/05/24/francais-jonathan-lamy-nouveau-8000-makalu/",NA,NA,NA,NA,NA,NA
"15056","MAKA22104","01","2022",5,NA,NA,"https://explorersweb.com/kristin-harila-summits-makalu-breaks-record/",NA,NA,NA,NA,NA,NA
"15057","MAKA22106","01","2022",5,NA,NA,"https://www.theweek.in/theweek/leisure/2022/07/01/baljeet-kaur-joins-league-of-faster-and-higher-conquerors-of-death-zone-mountains.html",NA,NA,NA,NA,NA,NA
"15058","MAKA22101","05","2022",5,NA,NA,"http://www.extremos.com.br/online/2022/everest/",NA,NA,NA,NA,NA,NA
"15059","MAKA22101","06","2022",5,NA,NA,"https://www.altitude.news/suivre-les-expeditions/2022/05/20/17-ans-alasdair-mckenzie-francais-lhotse/",NA,NA,"French",NA,NA,NA
"15060","MAKA22101","07","2022",5,NA,NA,"https://explorersweb.com/more-makalu-summits-jon-gupta-reports-from-base-camp/",NA,NA,NA,NA,NA,NA
"15061","MAKA22101","08","2022",5,NA,NA,"https://wspinanie.pl/2022/06/dorota-rasinska-samocko-rekordowo-annapurna-kanczendzonga-lhotse-makalu/?fbclid=IwAR1Cn5ysbTzTV5JmZ05xbUnCOYY2LDhINxONkMiHmtFUxAuhidF23cUj3ZE",NA,NA,NA,NA,NA,NA
"15062","KANG22102","04","2022",5,NA,NA,"https://wspinanie.pl/2022/06/dorota-rasinska-samocko-rekordowo-annapurna-kanczendzonga-lhotse-makalu/?fbclid=IwAR1Cn5ysbTzTV5JmZ05xbUnCOYY2LDhINxONkMiHmtFUxAuhidF23cUj3ZE",NA,NA,NA,NA,NA,NA
"15063","ANN122101","06","2022",5,NA,NA,"https://wspinanie.pl/2022/06/dorota-rasinska-samocko-rekordowo-annapurna-kanczendzonga-lhotse-makalu/?fbclid=IwAR1Cn5ysbTzTV5JmZ05xbUnCOYY2LDhINxONkMiHmtFUxAuhidF23cUj3ZE",NA,NA,NA,NA,NA,NA
"15064","KCHN22101","01","2022",5,NA,NA,"https://explorersweb.com/breaking-kangchung-nup-summit/",NA,NA,NA,NA,NA,NA
"15065","KCHN22101","02","2022",5,NA,NA,"http://www.alpinist.com/doc/web22s/newswire-kangchung-nup-northwest-face-first-ascent",NA,NA,NA,NA,NA,NA
"15066","KCHN22101","03","2022",5,NA,NA,"https://gripped.com/news/north-face-of-famous-nepal-peak-kangchung-shar-climbed/",NA,NA,NA,NA,NA,NA
"15067","KCHN22101","04","2022",5,NA,NA,"https://www.dreamwanderlust.com/news/climbing-big-walls-is-awesome-takeshi-tani-after-the-first-ascent-of-the-northwest-face-of-kangchung-nup",NA,NA,NA,NA,NA,NA
"15068","PHUK22101","01","2022",5,NA,NA,"https://thehimalayantimes.com/nepal/korean-team-scales-unclimbed-phukhang-peak-in-manang",NA,NA,NA,NA,NA,NA
"15069","SAUL22101","01","2022",5,NA,NA,"https://explorersweb.com/breaking-buddhist-monk-makes-first-ascent-of-saula-6235m-near-manaslu/",NA,NA,NA,NA,NA,NA
"15070","MAKA22104","02","2022",5,NA,NA,"https://explorersweb.com/makalu-harila-is-safely-back-in-abc/",NA,NA,NA,NA,NA,NA
"15071","MAKA22104","03","2022",5,NA,NA,"https://thehimalayantimes.com/nepal/norwegian-woman-two-sherpa-climbers-set-record-scaling-six-8000ers-in-29-days",NA,NA,NA,NA,NA,NA
"15072","MAKA22104","04","2022",5,NA,NA,"https://explorersweb.com/kristin-harila-summits-makalu-breaks-record/",NA,NA,NA,NA,NA,NA
"15073","NUPT22102","01","2022",5,NA,NA,"https://thehimalayantimes.com/nepal/garrett-madisson-tim-mosedale-among-10-climbers-scale-mt-nuptse",NA,NA,NA,NA,NA,NA
"15074","EVER22101","01","2022",5,NA,NA,"https://mteveresttoday.com/first-succesful-summit-of-mt-everest8848m-2022-season-nepal-side/",NA,NA,NA,NA,NA,NA
"15075","EVER22101","02","2022",5,NA,NA,"https://explorersweb.com/everest-kami-rita-evacuated-with-snowblindness-summit-news-expected/",NA,NA,NA,NA,NA,NA
"15076","EVER22102","01","2022",5,NA,NA,"https://www.mountainguides.com/everest-south22.shtml",NA,NA,NA,NA,NA,NA
"15077","EVER22102","02","2022",5,NA,NA,"https://thehimalayantimes.com/nepal/everest-records-seasons-first-casualty-as-sherpa-climber-dies-below-camp-i",NA,NA,NA,NA,NA,NA
"15078","EVER22102","03","2022",5,NA,NA,"https://explorersweb.com/nima-tenji-sherpa-dies-in-everests-khumbu-icefall/",NA,NA,NA,NA,NA,NA
"15079","EVER22103","01","2022",5,NA,NA,"https://mteveresttoday.com/gabby-kanizay-becomes-youngest-australian-to-climb-mt-everest/",NA,NA,NA,NA,NA,NA
"15080","EVER22103","02","2022",5,NA,NA,"https://climbingthesevensummits.com/everest-lhotse-season-summit-list/",NA,NA,NA,NA,NA,NA
"15081","EVER22104","01","2022",5,NA,NA,"https://www.summitclimb.com/news/recent/everest-nepal-news",NA,NA,NA,NA,NA,NA
"15082","EVER22105","01","2022",5,NA,NA,"https://mteveresttoday.com/pierre-carter-flew-from-the-everest/",NA,NA,NA,NA,NA,NA
"15083","EVER22105","02","2022",5,NA,NA,"https://thehimalayantimes.com/nepal/south-african-paraglider-jumps-off-everest",NA,NA,NA,NA,NA,NA
"15084","EVER22106","01","2022",5,NA,NA,"https://thehimalayantimes.com/nepal/garrett-madison-led-team-scales-mt-everest",NA,NA,NA,NA,NA,NA
"15085","EVER22106","02","2022",5,NA,NA,"https://madisonmountaineering.com/cat-dispatches/everest/everest-2022/",NA,NA,NA,NA,NA,NA
"15086","EVER22107","01","2022",5,NA,NA,"https://thehimalayantimes.com/nepal/british-climber-kenton-cool-scales-everest-for-record-16th-time-breaking-own-record",NA,NA,NA,NA,NA,NA
"15087","EVER22107","02","2022",5,NA,NA,"https://mteveresttoday.com/kenton-cool-scales-everest-for-16th-time-breaking-own-record/",NA,NA,NA,NA,NA,NA
"15088","EVER22107","03","2022",5,NA,NA,"https://www.kentoncool.com/everest-16/",NA,NA,NA,NA,NA,NA
"15089","EVER22108","01","2022",5,NA,NA,"https://www.ulyssestrust.co.uk/2022/everest-100-day-21/",NA,NA,NA,NA,NA,NA
"15090","EVER22108","02","2022",5,NA,NA,"https://www.henleystandard.co.uk/news/home/172610/mountaineer-on-top-of-the-world.html",NA,NA,NA,NA,NA,NA
"15091","EVER22108","03","2022",5,NA,NA,"http://everestmountain.co.uk/everest-diaries-14th-may",NA,NA,NA,NA,NA,NA
"15092","EVER22109","01","2022",5,NA,NA,"https://www.leprogres.fr/sport/2022/05/22/everest-lhotse-en-34-h-l-exploit-d-un-neuvillois-dans-la-zone-de-la-mort",NA,NA,NA,NA,NA,NA
"15093","EVER22110","01","2022",5,NA,NA,"https://www.adventurepeaks.com/everest-summit-team-29th-march/",NA,NA,NA,NA,NA,NA
"15094","EVER22111","01","2022",5,NA,NA,"https://www.facebook.com/seanjdjames/",NA,NA,NA,NA,NA,NA
"15095","EVER22111","02","2022",5,NA,NA,"https://vk.com/wall-56084599_10491?lang=en",NA,NA,"Russian",NA,NA,NA
"15096","EVER22111","03","2022",5,NA,NA,"https://www.sobaka.ru/nsk/city/society/149833",NA,NA,"Russian",NA,NA,NA
"15097","EVER22112","01","2022",5,NA,NA,"https://www.alpineascents.com/climbs/mount-everest/cybercasts/",NA,NA,NA,NA,NA,NA
"15098","EVER22113","01","2022",5,NA,NA,"https://thehimalayantimes.com/nepal/natgeo-expedition-returns-to-everest-for-weather-station-maintenance",NA,NA,NA,NA,NA,NA
"15099","EVER22114","01","2022",5,NA,NA,"https://thehimalayantimes.com/nepal/all-black-team-returns-from-everest-summit-with-life-changing-memories",NA,NA,NA,NA,NA,NA
"15100","EVER22114","02","2022",5,NA,NA,"https://www.outsideonline.com/outdoor-adventure/everest/full-circle-first-all-black-everest-expedition/",NA,NA,NA,NA,NA,NA
"15101","EVER22114","03","2022",5,NA,NA,"http://www.alpinist.com/doc/web22s/newswire-full-circle-everest-all-black-team-summits",NA,NA,NA,NA,NA,NA
"15102","EVER22115","01","2022",5,NA,NA,"https://www.climbing.com/people/lhakpa-sherpa-wil/",NA,NA,NA,NA,NA,NA
"15103","EVER22115","02","2022",5,NA,NA,"https://mteveresttoday.com/pavel-kostrikin-dies-at-camp-i-at-mt-everest/",NA,NA,NA,NA,NA,NA
"15104","EVER22115","03","2022",5,NA,NA,"https://thehimalayantimes.com/nepal/lhakpa-sherpa-aims-to-set-a-new-record-at-mt-everest",NA,NA,NA,NA,NA,NA
"15105","EVER22116","01","2022",5,NA,NA,"https://www.facebook.com/thebootprints",NA,NA,NA,NA,NA,NA
"15106","EVER22116","02","2022",5,NA,NA,"https://thehimalayantimes.com/nepal/first-uruguayan-emirati-women-among-others-scale-everest",NA,NA,NA,NA,NA,NA
"15107","EVER22117","01","2022",5,NA,NA,"https://www.irishcentral.com/news/jonathan-ruane-irish-mt-everest",NA,NA,NA,NA,NA,NA
"15108","EVER22117","02","2022",5,NA,NA,"https://everestchronicle.com/celine-nha-nguyen-becomes-1st-vietnamese-woman-to-summit-mount-everest/",NA,NA,NA,NA,NA,NA
"15109","EVER22117","03","2022",5,NA,NA,"https://heritagevietnamairlines.com/en/strength-in-action/",NA,NA,NA,NA,NA,NA
"15110","EVER22119","01","2022",5,NA,NA,"https://varnam.my/community/2022/57000/ravi-everest-elanghovan-make-history-again-by-conquering-the-majestic-mount-everest/",NA,NA,NA,NA,NA,NA
"15111","EVER22119","02","2022",5,NA,NA,"http://ramadan.bernama.com/2022/news-en.php?id=2097793",NA,NA,NA,NA,NA,NA
